Match ID,Radiant 1,Radiant 2,Radiant 3,Radiant 4,Radiant 5,Dire 1,Dire 2,Dire 3,Dire 4,Dire 5,Wins,
2707591470,Anti-Mage,Windranger,Wraith King,Dazzle,Lion,Sven,Invoker,Sand King,Pudge,Earthshaker,Radiant,
2707614259,Anti-Mage,Windranger,Nyx Assassin,Axe,Winter Wyvern,Slark,Tinker,Timbersaw,Bounty Hunter,Jakiro,Radiant,
2707587477,Phantom Assassin,Magnus,Axe,Nyx Assassin,Lion,Slark,Pudge,Phoenix,Legion Commander,Ogre Magi,Radiant,
2707583706,Slark,Outworld Devourer,Slardar,Legion Commander,Keeper of the Light,Timbersaw,Puck,Centaur Warrunner,Riki,Skywrath Mage,Dire,
2707633565,Phantom Assassin,Magnus,Axe,Lich,Lion,Timbersaw,Razor,Pudge,Legion Commander,Shadow Demon,Radiant,
2707573623,Slark,Storm Spirit,Slardar,Ogre Magi,Spirit Breaker,Juggernaut,Outworld Devourer,Underlord,Lion,Phoenix,Dire,
2707629216,Terrorblade,Invoker,Wraith King,Pudge,Ancient Apparition,Morphling,Drow Ranger,Faceless Void,Earth Spirit,Ogre Magi,Dire,
2707619729,Lifestealer,Invoker,Lycan,Rubick,Disruptor,Anti-Mage,Clinkz,Dragon Knight,Mirana,Crystal Maiden,Radiant,
2707598885,Wraith King,Invoker,Tidehunter,Crystal Maiden,Omniknight,Juggernaut,Puck,Bristleback,Ogre Magi,Pudge,Radiant,
2707601884,Juggernaut,Phantom Assassin,Invoker,Mirana,Earth Spirit,Sniper,Drow Ranger,Tidehunter,Earthshaker,Zeus,Radiant,
2707636620,Luna,Invoker,Legion Commander,Riki,Shadow Demon,Juggernaut,Storm Spirit,Spirit Breaker,Mirana,Ogre Magi,Radiant,
2709774974,Medusa,Mirana,Faceless Void,Pudge,Spirit Breaker,Spectre,Timbersaw,Weaver,Axe,Omniknight,Radiant,
2709795992,Slark,Meepo,Magnus,Phoenix,Ogre Magi,Drow Ranger,Storm Spirit,Mirana,Rubick,Pudge,Radiant,
2709795444,Morphling ,Silencer,Drow Ranger,Sand King,Nyx Assassin,Luna,Outworld Devourer,Phantom Assassin,Bounty Hunter,Earthshaker,Dire,
2709809273,Phantom Assassin,Outworld Devourer,Centaur Warrunner,Oracle,Pudge,Juggernaut,Invoker,Axe,Omniknight,Lion,Dire,
2709801339,Spectre,Dragon Knight,Spirit Breaker,Enchantress,Lion,Juggernaut,Invoker,Slardar,Lifestealer,Mirana,Radiant,
2709752945,Clinkz,Invoker,Faceless Void,Underlord,Batrider,Drow Ranger,Storm Spirit,Sand King,Axe,Keeper of the Light,Radiant,
2709795197,Phantom Assassin,Storm Spirit,Nyx Assassin,Legion Commander,Pudge,Anti-Mage,Windranger,Axe,Bloodseeker,Sand King,Radiant,
2709812898,Sven,Tinker,Broodmother,Medusa,Underlord,Slark,Outworld Devourer,Terrorblade,Mirana,Treant Protector,Dire,
2709760088,Razor,Tinker,Nyx Assassin,Legion Commander,Pudge,Juggernaut,Invoker,Weaver,Axe,Earthshaker,Dire,
2709764214,Juggernaut,Nyx Assassin,Magnus,Pudge,Silencer,Anti-Mage,Outworld Devourer,Axe,Bloodseeker,Omniknight,Dire,
2709785075,Morphling ,Shadow Fiend,Juggernaut,Axe,Rubick,Anti-Mage,Pudge,Weaver,Jakiro,Lion,Dire,
2709793812,Drow Ranger,Meepo,Slardar,Phoenix,Pudge,Sven,Timbersaw,Clockwerk,Mirana,Winter Wyvern,Dire,
2709792246,Morphling ,Sniper,Axe,Rubick,Pudge,Anti-Mage,Kunkka,Slark,Shadow Demon,Dazzle,Dire,
2709765432,Outworld Devourer,Tinker,Faceless Void,Lion,Shadow Demon,Lifestealer,Sand King,Weaver,Mirana,Bane,Radiant,
2709759954,Sven,Shadow Fiend,Undying,Pudge,Riki,Slark,Outworld Devourer,Invoker,Phoenix,Silencer,Radiant,
2709786242,Juggernaut,Sniper,Drow Ranger,Pudge,Shadow Shaman,Timbersaw,Invoker,Faceless Void,Legion Commander,Oracle,Radiant,
2709788255,Anti-Mage,Outworld Devourer,Centaur Warrunner,Axe,Silencer,Arc Warden,Tusk,Necrophos,Venomancer,Nyx Assassin,Dire,
2709800612,Luna,Puck,Mirana,Axe,Silencer,Juggernaut,Storm Spirit,Underlord,Gyrocopter,Lion,Dire,
2709769565,Sven,Tinker,Drow Ranger,Sniper,Mirana,Juggernaut,Invoker,Slardar,Spirit Breaker,Oracle,Radiant,
2709800064,Juggernaut,Invoker,Sand King,Undying,Oracle,Slark,Outworld Devourer,Faceless Void,Mirana,Earthshaker,Dire,
2709748107,Morphling ,Outworld Devourer,Timbersaw,Bloodseeker,Pudge,Juggernaut,Kunkka,Sand King,Axe,Silencer,Radiant,
2709748107,Sven,Sniper,Axe,Enigma,Silencer,Juggernaut,Medusa,Bloodseeker,Phoenix,Pudge,Radiant,
2709748107,Morphling ,Alchemist,Axe,Pudge,Disruptor,Terrorblade,Shadow Fiend,Nyx Assassin,Ogre Magi,Omniknight,Radiant,
2709786975,Tiny,Juggernaut,Underlord,Batrider,Crystal Maiden,Chaos Knight,Puck,Windranger,Earthshaker,Venomancer,Radiant,
2709811792,Anti-Mage,Morphling,Queen of Pain,Warlock,Pudge,Outworld Devourer,Invoker,Faceless Void,Lion,Bounty Hunter,Radiant,
2709800547,Faceless Void,Invoker,Arc Warden,Crystal Maiden,Lich,Juggernaut,Naga Siren,Axe,Doom,Earth Spirit,Dire,
2709807029,Clinkz,Invoker,Slardar,Kunkka,Vengeful Spirit,Anti-Mage,Silencer,Axe,Oracle,Ogre Magi,Radiant,
2709759221,Juggernaut,Tinker,Nyx Assassin,Witch Doctor,Kunkka,Slark,Outworld Devourer,Centaur Warrunner,Axe,Elder Titan,Radiant,
2709780195,Slark,Outworld Devourer,Bristleback,Pudge,Undying,Sniper,Nyx Assassin,Wraith King,Legion Commander,Lion,Dire,
2709794057,Morphling ,Juggernaut,Riki,Omniknight,Bane,Phoenix,Mirana,Axe,Crystal Maiden,Pudge,Radiant,
2709785484,Slark,Storm Spirit,Timbersaw,Omniknight,Earth Spirit,Ember Spirit,Death Prophet,Broodmother,Batrider,Mirana,Radiant,
2709777344,Luna,Slark,Invoker,Lion,Shadow Shaman,Juggernaut,Meepo,Tiny,Naga Siren,Bane,Radiant,
2709777490,Morphling ,Invoker,Kunkka,Nyx Assassin,Oracle,Spectre,Outworld Devourer,Batrider,Doom,Riki,Dire,
2709740686,Anti-Mage,Meepo,Batrider,Techies,Ogre Magi,Juggernaut,Tinker,Faceless Void,Lina,Kunkka,Radiant,
2709796496,Sniper,Death Prophet,Tiny,Bounty Hunter,Ogre Magi,Morphling,Tinker,Weaver,Legion Commander,Jakiro,Radiant,
2709805726,Luna,Phantom Assassin,Axe,Undying,Abaddon,Morphling,Invoker,Faceless Void,Witch Doctor,Pudge,Dire,
2709773290,Faceless Void,Queen of Pain,Elder Titan,Winter Wyvern,Kunkka,Drow Ranger,Medusa,Viper,Pudge,Abaddon,Dire,
2709777161,Luna,Zeus,Treant Protector,Lifestealer,Pudge,Faceless Void,Morphling,Axe,Mirana,Bane,Radiant,
2709780847,Windranger,Lina,Kunkka,Mirana,Pudge,Slark,Storm Spirit,Timbersaw,Legion Commander,Dazzle,Dire,
2709775488,Juggernaut,Outworld Devourer,Sand King,Chen,Earthshaker,Lifestealer,Timbersaw,Nyx Assassin,Keeper of the Light,Ancient Apparition,Radiant,
2709773952,Juggernaut,Dragon Knight,Timbersaw,Sand King,Rubick,Lifestealer,Storm Spirit,Omniknight,Enigma,Lich,Dire,
2709794558,Slark,Ember Spirit,Faceless Void,Vengeful Spirit,Riki,Juggernaut,Nyx Assassin,Batrider,Axe,Bounty Hunter,Radiant,
2709801427,Phantom Assassin,Zeus,Axe,Legion Commander,Omniknight,Slark,Mirana,Slardar,Shadow Shaman,Disruptor,Radiant,
2709777789,Faceless Void,Storm Spirit,Nyx Assassin,Phoenix,Witch Doctor,Naga Siren,Tinker,Pudge,Vengeful Spirit,Jakiro,Radiant,
